tick,timestamp,weather_pattern,tariff,actual_inflow,expected_inflow,actual_cost,forecast_optimizer_cost,cost_delta_optimizer_minus_actual,actual_ending_volume,forecast_optimizer_ending_volume,actual_pumped,forecast_optimizer_pumped,actual_warnings,forecast_optimizer_warnings
988,2026-06-21T13:30:00+00:00,wet_multi_day,283.90,4.15,4.1609,1135.60,1135.60,0.00,45.33,233.33,4.00,4.00,,
989,2026-06-21T14:00:00+00:00,wet_multi_day,283.90,4.05,4.2414,0.00,1135.60,1135.60,49.38,233.38,0.00,4.00,,
990,2026-06-21T14:30:00+00:00,wet_multi_day,283.90,4.06,4.2417,0.00,1135.60,1135.60,53.44,233.44,0.00,4.00,,
991,2026-06-21T15:00:00+00:00,wet_multi_day,283.90,4.29,4.5171,1135.60,2271.20,1135.60,53.73,229.73,4.00,8.00,,
992,2026-06-21T15:30:00+00:00,wet_multi_day,283.90,4.28,4.3839,3406.80,2271.20,-1135.60,46.01,226.01,12.00,8.00,,
993,2026-06-21T16:00:00+00:00,wet_multi_day,302.47,6.96,7.4751,0.00,1209.88,1209.88,52.97,228.97,0.00,4.00,,
994,2026-06-21T16:30:00+00:00,wet_multi_day,302.47,6.78,7.3979,1209.88,2419.76,1209.88,55.75,227.75,4.00,8.00,,
995,2026-06-21T17:00:00+00:00,wet_multi_day,302.47,7.15,7.4558,4839.52,1209.88,-3629.64,46.90,230.90,16.00,4.00,,
996,2026-06-21T17:30:00+00:00,wet_multi_day,302.47,6.93,7.5333,1209.88,2419.76,1209.88,49.83,229.83,4.00,8.00,,
997,2026-06-21T18:00:00+00:00,wet_multi_day,302.47,6.94,7.6114,2419.76,2419.76,0.00,48.77,228.77,8.00,8.00,,
998,2026-06-21T18:30:00+00:00,wet_multi_day,302.47,7.14,7.1760,1209.88,2419.76,1209.88,51.91,227.91,4.00,8.00,,
999,2026-06-21T19:00:00+00:00,wet_multi_day,302.47,6.80,6.9128,3629.64,2419.76,-1209.88,46.71,226.71,12.00,8.00,,
1000,2026-06-21T19:30:00+00:00,wet_multi_day,302.47,7.02,7.0988,2419.76,1209.88,-1209.88,45.73,229.73,8.00,4.00,,
1001,2026-06-21T20:00:00+00:00,wet_multi_day,277.06,6.55,7.1458,0.00,2216.48,2216.48,52.28,228.28,0.00,8.00,,
1002,2026-06-21T20:30:00+00:00,wet_multi_day,277.06,6.77,7.4373,3324.72,2216.48,-1108.24,47.05,227.05,12.00,8.00,,
1003,2026-06-21T21:00:00+00:00,wet_multi_day,277.06,6.75,6.7648,1108.24,2216.48,1108.24,49.80,225.80,4.00,8.00,,
1004,2026-06-21T21:30:00+00:00,wet_multi_day,277.06,3.38,3.5906,2216.48,1108.24,-1108.24,45.18,225.18,8.00,4.00,,
1005,2026-06-21T22:00:00+00:00,wet_multi_day,277.06,3.03,3.3036,0.00,0.00,0.00,48.21,228.21,0.00,0.00,,
1006,2026-06-21T22:30:00+00:00,wet_multi_day,277.06,3.10,3.4050,1108.24,1108.24,0.00,47.31,227.31,4.00,4.00,,
1007,2026-06-21T23:00:00+00:00,wet_multi_day,277.06,3.24,3.3977,0.00,1108.24,1108.24,50.55,226.55,0.00,4.00,,
1008,2026-06-21T23:30:00+00:00,wet_multi_day,277.06,3.15,3.1512,0.00,1108.24,1108.24,53.70,225.70,0.00,4.00,,
1009,2026-06-22T00:00:00+00:00,wet_multi_day,228.42,3.00,3.2957,0.00,0.00,0.00,56.70,228.70,0.00,0.00,,
1010,2026-06-22T00:30:00+00:00,wet_multi_day,228.42,2.67,2.9180,913.68,0.00,-913.68,55.37,231.37,4.00,0.00,,
1011,2026-06-22T01:00:00+00:00,wet_multi_day,228.42,2.82,2.9307,913.68,0.00,-913.68,54.19,234.19,4.00,0.00,,
1012,2026-06-22T01:30:00+00:00,wet_multi_day,228.42,3.09,3.2646,913.68,1827.36,913.68,53.28,229.28,4.00,8.00,,
1013,2026-06-22T02:00:00+00:00,wet_multi_day,228.42,3.13,3.2650,1827.36,0.00,-1827.36,48.41,232.41,8.00,0.00,,
1014,2026-06-22T02:30:00+00:00,wet_multi_day,228.42,2.80,2.9756,0.00,913.68,913.68,51.21,231.21,0.00,4.00,,
1015,2026-06-22T03:00:00+00:00,wet_multi_day,228.42,2.92,2.9464,0.00,913.68,913.68,54.13,230.13,0.00,4.00,,
1016,2026-06-22T03:30:00+00:00,wet_multi_day,228.42,3.09,3.1499,2741.04,1827.36,-913.68,45.22,225.22,12.00,8.00,,
1017,2026-06-22T04:00:00+00:00,wet_multi_day,257.37,3.14,3.3375,0.00,0.00,0.00,48.36,228.36,0.00,0.00,,
1018,2026-06-22T04:30:00+00:00,wet_multi_day,257.37,3.05,3.2850,0.00,0.00,0.00,51.41,231.41,0.00,0.00,,
1019,2026-06-22T05:00:00+00:00,wet_multi_day,257.37,2.76,2.9033,2058.96,1029.48,-1029.48,46.17,230.17,8.00,4.00,,
1020,2026-06-22T05:30:00+00:00,wet_multi_day,257.37,6.16,6.7296,0.00,1029.48,1029.48,52.33,232.33,0.00,4.00,,
1021,2026-06-22T06:00:00+00:00,wet_multi_day,257.37,6.68,6.8556,1029.48,2058.96,1029.48,55.01,231.01,4.00,8.00,,
1022,2026-06-22T06:30:00+00:00,wet_multi_day,257.37,6.17,6.5476,1029.48,2058.96,1029.48,57.18,229.18,4.00,8.00,,
1023,2026-06-22T07:00:00+00:00,wet_multi_day,257.37,6.10,6.5457,0.00,2058.96,2058.96,63.28,227.28,0.00,8.00,,
1024,2026-06-22T07:30:00+00:00,wet_multi_day,257.37,6.68,6.7137,1029.48,3088.44,2058.96,65.96,221.96,4.00,12.00,,
1025,2026-06-22T08:00:00+00:00,wet_multi_day,282.66,6.04,6.4027,2261.28,0.00,-2261.28,64.00,228.00,8.00,0.00,,
1026,2026-06-22T08:30:00+00:00,wet_multi_day,282.66,6.34,6.8177,0.00,1130.64,1130.64,70.34,230.34,0.00,4.00,,
1027,2026-06-22T09:00:00+00:00,wet_multi_day,282.66,6.50,6.9236,6783.84,2261.28,-4522.56,52.84,228.84,24.00,8.00,,
1028,2026-06-22T09:30:00+00:00,wet_multi_day,282.66,6.52,6.7371,0.00,2261.28,2261.28,59.36,227.36,0.00,8.00,,
1029,2026-06-22T10:00:00+00:00,wet_multi_day,282.66,6.16,6.1749,3391.92,1130.64,-2261.28,53.52,229.52,12.00,4.00,,
1030,2026-06-22T10:30:00+00:00,wet_multi_day,282.66,4.09,4.3804,1130.64,1130.64,0.00,53.61,229.61,4.00,4.00,,
1031,2026-06-22T11:00:00+00:00,wet_multi_day,282.66,4.35,4.4281,1130.64,2261.28,1130.64,53.96,225.96,4.00,8.00,,
1032,2026-06-22T11:30:00+00:00,wet_multi_day,282.66,4.00,4.2197,3391.92,2261.28,-1130.64,45.96,221.96,12.00,8.00,,
1033,2026-06-22T12:00:00+00:00,wet_multi_day,283.90,4.21,4.6209,1135.60,0.00,-1135.60,46.17,226.17,4.00,0.00,,
1034,2026-06-22T12:30:00+00:00,wet_multi_day,283.90,3.92,4.0173,1135.60,0.00,-1135.60,46.09,230.09,4.00,0.00,,
1035,2026-06-22T13:00:00+00:00,wet_multi_day,283.90,4.29,4.4512,1135.60,1135.60,0.00,46.38,230.38,4.00,4.00,,
1036,2026-06-22T13:30:00+00:00,wet_multi_day,283.90,4.30,4.3284,0.00,1135.60,1135.60,50.68,230.68,0.00,4.00,,
1037,2026-06-22T14:00:00+00:00,wet_multi_day,283.90,4.16,4.3408,2271.20,1135.60,-1135.60,46.84,230.84,8.00,4.00,,
1038,2026-06-22T14:30:00+00:00,wet_multi_day,283.90,4.07,4.0885,1135.60,1135.60,0.00,46.91,230.91,4.00,4.00,,
1039,2026-06-22T15:00:00+00:00,wet_multi_day,283.90,4.30,4.7216,1135.60,2271.20,1135.60,47.21,227.21,4.00,8.00,,
1040,2026-06-22T15:30:00+00:00,wet_multi_day,283.90,3.91,4.1001,0.00,1135.60,1135.60,51.12,227.12,0.00,4.00,,
1041,2026-06-22T16:00:00+00:00,wet_multi_day,302.47,6.93,7.5530,3629.64,1209.88,-2419.76,46.05,230.05,12.00,4.00,,
1042,2026-06-22T16:30:00+00:00,wet_multi_day,302.47,6.59,7.0506,1209.88,2419.76,1209.88,48.64,228.64,4.00,8.00,,
1043,2026-06-22T17:00:00+00:00,wet_multi_day,302.47,6.61,6.8571,2419.76,1209.88,-1209.88,47.25,231.25,8.00,4.00,,
1044,2026-06-22T17:30:00+00:00,wet_multi_day,302.47,6.96,7.5076,2419.76,2419.76,0.00,46.21,230.21,8.00,8.00,,
1045,2026-06-22T18:00:00+00:00,wet_multi_day,302.47,6.96,7.0095,2419.76,2419.76,0.00,45.17,229.17,8.00,8.00,,
1046,2026-06-22T18:30:00+00:00,wet_multi_day,302.47,6.87,7.2453,1209.88,2419.76,1209.88,48.04,228.04,4.00,8.00,,
1047,2026-06-22T19:00:00+00:00,wet_multi_day,302.47,6.78,7.2380,2419.76,2419.76,0.00,46.82,226.82,8.00,8.00,,
1048,2026-06-22T19:30:00+00:00,wet_multi_day,302.47,6.64,6.8661,2419.76,1209.88,-1209.88,45.46,229.46,8.00,4.00,,
1049,2026-06-22T20:00:00+00:00,wet_multi_day,277.06,6.86,7.2183,1108.24,2216.48,1108.24,48.32,228.32,4.00,8.00,,
1050,2026-06-22T20:30:00+00:00,wet_multi_day,277.06,7.01,7.1791,1108.24,2216.48,1108.24,51.33,227.33,4.00,8.00,,
1051,2026-06-22T21:00:00+00:00,wet_multi_day,277.06,6.88,7.3424,1108.24,2216.48,1108.24,54.21,226.21,4.00,8.00,,
1052,2026-06-22T21:30:00+00:00,wet_multi_day,277.06,3.37,3.4570,2216.48,2216.48,0.00,49.58,221.58,8.00,8.00,,
1053,2026-06-22T22:00:00+00:00,wet_multi_day,277.06,3.08,3.0984,0.00,0.00,0.00,52.66,224.66,0.00,0.00,,
1054,2026-06-22T22:30:00+00:00,wet_multi_day,277.06,3.31,3.5239,2216.48,0.00,-2216.48,47.97,227.97,8.00,0.00,,
1055,2026-06-22T23:00:00+00:00,wet_multi_day,277.06,3.31,3.5860,1108.24,1108.24,0.00,47.28,227.28,4.00,4.00,,
1056,2026-06-22T23:30:00+00:00,wet_multi_day,277.06,3.06,3.3351,1108.24,1108.24,0.00,46.34,226.34,4.00,4.00,,
1057,2026-06-23T00:00:00+00:00,dry_spell,228.42,0.14,0.1467,0.00,0.00,0.00,46.48,226.48,0.00,0.00,,
1058,2026-06-23T00:30:00+00:00,dry_spell,228.42,0.33,0.3485,0.00,0.00,0.00,46.81,226.81,0.00,0.00,,
1059,2026-06-23T01:00:00+00:00,dry_spell,228.42,0.24,0.2451,0.00,0.00,0.00,47.05,227.05,0.00,0.00,,
1060,2026-06-23T01:30:00+00:00,dry_spell,228.42,0.06,0.0608,0.00,0.00,0.00,47.11,227.11,0.00,0.00,,
1061,2026-06-23T02:00:00+00:00,dry_spell,228.42,0.05,0.0547,0.00,0.00,0.00,47.16,227.16,0.00,0.00,,
1062,2026-06-23T02:30:00+00:00,dry_spell,228.42,0.14,0.1403,0.00,0.00,0.00,47.30,227.30,0.00,0.00,,
1063,2026-06-23T03:00:00+00:00,dry_spell,228.42,0.19,0.1990,0.00,0.00,0.00,47.49,227.49,0.00,0.00,,
1064,2026-06-23T03:30:00+00:00,dry_spell,228.42,0.22,0.2353,0.00,0.00,0.00,47.71,227.71,0.00,0.00,,
1065,2026-06-23T04:00:00+00:00,dry_spell,257.37,0.25,0.2668,0.00,0.00,0.00,47.96,227.96,0.00,0.00,,
1066,2026-06-23T04:30:00+00:00,dry_spell,257.37,0.15,0.1637,0.00,0.00,0.00,48.11,228.11,0.00,0.00,,
1067,2026-06-23T05:00:00+00:00,dry_spell,257.37,0.05,0.0549,0.00,0.00,0.00,48.16,228.16,0.00,0.00,,
1068,2026-06-23T05:30:00+00:00,dry_spell,257.37,1.04,1.1390,0.00,0.00,0.00,49.20,229.20,0.00,0.00,,
1069,2026-06-23T06:00:00+00:00,dry_spell,257.37,1.03,1.1185,1029.48,0.00,-1029.48,46.23,230.23,4.00,0.00,,
1070,2026-06-23T06:30:00+00:00,dry_spell,257.37,1.12,1.1350,0.00,0.00,0.00,47.35,231.35,0.00,0.00,,
1071,2026-06-23T07:00:00+00:00,dry_spell,257.37,0.98,1.0260,0.00,0.00,0.00,48.33,232.33,0.00,0.00,,
1072,2026-06-23T07:30:00+00:00,dry_spell,257.37,0.91,0.9323,1029.48,0.00,-1029.48,45.24,233.24,4.00,0.00,,
1073,2026-06-23T08:00:00+00:00,dry_spell,282.66,1.08,1.1008,0.00,0.00,0.00,46.32,234.32,0.00,0.00,,
1074,2026-06-23T08:30:00+00:00,dry_spell,282.66,0.98,1.0593,0.00,1130.64,1130.64,47.30,231.30,0.00,4.00,,
1075,2026-06-23T09:00:00+00:00,dry_spell,282.66,0.83,0.8315,0.00,0.00,0.00,48.13,232.13,0.00,0.00,,
1076,2026-06-23T09:30:00+00:00,dry_spell,282.66,0.97,1.0194,1130.64,0.00,-1130.64,45.10,233.10,4.00,0.00,,
1077,2026-06-23T10:00:00+00:00,dry_spell,282.66,0.92,0.9604,0.00,0.00,0.00,46.02,234.02,0.00,0.00,,
1078,2026-06-23T10:30:00+00:00,dry_spell,282.66,0.56,0.5622,0.00,1130.64,1130.64,46.58,230.58,0.00,4.00,,
1079,2026-06-23T11:00:00+00:00,dry_spell,282.66,0.33,0.3317,0.00,0.00,0.00,46.91,230.91,0.00,0.00,,
1080,2026-06-23T11:30:00+00:00,dry_spell,282.66,0.63,0.6341,0.00,0.00,0.00,47.54,231.54,0.00,0.00,,
1081,2026-06-23T12:00:00+00:00,dry_spell,283.90,0.47,0.4978,0.00,0.00,0.00,48.01,232.01,0.00,0.00,,
1082,2026-06-23T12:30:00+00:00,dry_spell,283.90,0.30,0.3290,0.00,0.00,0.00,48.31,232.31,0.00,0.00,,
1083,2026-06-23T13:00:00+00:00,dry_spell,283.90,0.41,0.4348,0.00,0.00,0.00,48.72,232.72,0.00,0.00,,
1084,2026-06-23T13:30:00+00:00,dry_spell,283.90,0.39,0.3993,0.00,0.00,0.00,49.11,233.11,0.00,0.00,,
1085,2026-06-23T14:00:00+00:00,dry_spell,283.90,0.63,0.6835,1135.60,0.00,-1135.60,45.74,233.74,4.00,0.00,,
1086,2026-06-23T14:30:00+00:00,dry_spell,283.90,0.34,0.3455,0.00,0.00,0.00,46.08,234.08,0.00,0.00,,
1087,2026-06-23T15:00:00+00:00,dry_spell,283.90,0.36,0.3814,0.00,0.00,0.00,46.44,234.44,0.00,0.00,,
1088,2026-06-23T15:30:00+00:00,dry_spell,283.90,0.49,0.5254,0.00,1135.60,1135.60,46.93,230.93,0.00,4.00,,
1089,2026-06-23T16:00:00+00:00,dry_spell,302.47,0.96,0.9610,0.00,0.00,0.00,47.89,231.89,0.00,0.00,,
1090,2026-06-23T16:30:00+00:00,dry_spell,302.47,0.95,1.0359,0.00,0.00,0.00,48.84,232.84,0.00,0.00,,
1091,2026-06-23T17:00:00+00:00,dry_spell,302.47,1.11,1.1353,0.00,0.00,0.00,49.95,233.95,0.00,0.00,,
1092,2026-06-23T17:30:00+00:00,dry_spell,302.47,1.13,1.1321,1209.88,1209.88,0.00,47.08,231.08,4.00,4.00,,
1093,2026-06-23T18:00:00+00:00,dry_spell,302.47,1.20,1.3016,0.00,0.00,0.00,48.28,232.28,0.00,0.00,,
1094,2026-06-23T18:30:00+00:00,dry_spell,302.47,1.13,1.2420,1209.88,0.00,-1209.88,45.41,233.41,4.00,0.00,,
1095,2026-06-23T19:00:00+00:00,dry_spell,302.47,0.93,0.9343,0.00,0.00,0.00,46.34,234.34,0.00,0.00,,
1096,2026-06-23T19:30:00+00:00,dry_spell,302.47,0.96,1.0504,0.00,1209.88,1209.88,47.30,231.30,0.00,4.00,,
1097,2026-06-23T20:00:00+00:00,dry_spell,277.06,1.04,1.0926,0.00,0.00,0.00,48.34,232.34,0.00,0.00,,
1098,2026-06-23T20:30:00+00:00,dry_spell,277.06,1.09,1.1464,1108.24,0.00,-1108.24,45.43,233.43,4.00,0.00,,
1099,2026-06-23T21:00:00+00:00,dry_spell,277.06,0.92,0.9669,0.00,1108.24,1108.24,46.35,230.35,0.00,4.00,,
1100,2026-06-23T21:30:00+00:00,dry_spell,277.06,0.41,0.4330,0.00,0.00,0.00,46.76,230.76,0.00,0.00,,
1101,2026-06-23T22:00:00+00:00,dry_spell,277.06,0.16,0.1631,0.00,0.00,0.00,46.92,230.92,0.00,0.00,,
1102,2026-06-23T22:30:00+00:00,dry_spell,277.06,0.34,0.3469,0.00,0.00,0.00,47.26,231.26,0.00,0.00,,
1103,2026-06-23T23:00:00+00:00,dry_spell,277.06,0.13,0.1333,0.00,0.00,0.00,47.39,231.39,0.00,0.00,,
1104,2026-06-23T23:30:00+00:00,dry_spell,277.06,0.21,0.2194,0.00,0.00,0.00,47.60,231.60,0.00,0.00,,
1105,2026-06-24T00:00:00+00:00,wet_multi_day,228.42,2.89,3.0977,913.68,0.00,-913.68,46.49,234.49,4.00,0.00,,
1106,2026-06-24T00:30:00+00:00,wet_multi_day,228.42,3.09,3.3163,0.00,1827.36,1827.36,49.58,229.58,0.00,8.00,,
1107,2026-06-24T01:00:00+00:00,wet_multi_day,228.42,3.02,3.1724,913.68,0.00,-913.68,48.60,232.60,4.00,0.00,,
1108,2026-06-24T01:30:00+00:00,wet_multi_day,228.42,3.08,3.1337,913.68,913.68,0.00,47.68,231.68,4.00,4.00,,
1109,2026-06-24T02:00:00+00:00,wet_multi_day,228.42,2.74,2.8725,0.00,913.68,913.68,50.42,230.42,0.00,4.00,,
1110,2026-06-24T02:30:00+00:00,wet_multi_day,228.42,3.08,3.3600,1827.36,0.00,-1827.36,45.50,233.50,8.00,0.00,,
1111,2026-06-24T03:00:00+00:00,wet_multi_day,228.42,2.91,3.1455,0.00,1827.36,1827.36,48.41,228.41,0.00,8.00,,
1112,2026-06-24T03:30:00+00:00,wet_multi_day,228.42,2.88,3.1134,913.68,3654.72,2741.04,47.29,215.29,4.00,16.00,,
1113,2026-06-24T04:00:00+00:00,wet_multi_day,257.37,3.06,3.2811,1029.48,0.00,-1029.48,46.35,218.35,4.00,0.00,,
1114,2026-06-24T04:30:00+00:00,wet_multi_day,257.37,2.70,2.7625,1029.48,0.00,-1029.48,45.05,221.05,4.00,0.00,,
1115,2026-06-24T05:00:00+00:00,wet_multi_day,257.37,3.06,3.1720,0.00,0.00,0.00,48.11,224.11,0.00,0.00,,
1116,2026-06-24T05:30:00+00:00,wet_multi_day,257.37,6.67,6.8420,2058.96,1029.48,-1029.48,46.78,226.78,8.00,4.00,,
1117,2026-06-24T06:00:00+00:00,wet_multi_day,257.37,6.26,6.6863,2058.96,1029.48,-1029.48,45.04,229.04,8.00,4.00,,
1118,2026-06-24T06:30:00+00:00,wet_multi_day,257.37,6.36,6.3841,0.00,1029.48,1029.48,51.40,231.40,0.00,4.00,,
1119,2026-06-24T07:00:00+00:00,wet_multi_day,257.37,6.30,6.6625,2058.96,2058.96,0.00,49.70,229.70,8.00,8.00,,
1120,2026-06-24T07:30:00+00:00,wet_multi_day,257.37,6.41,6.8066,2058.96,2058.96,0.00,48.11,228.11,8.00,8.00,,
1121,2026-06-24T08:00:00+00:00,wet_multi_day,282.66,6.26,6.7778,1130.64,1130.64,0.00,50.37,230.37,4.00,4.00,,
1122,2026-06-24T08:30:00+00:00,wet_multi_day,282.66,6.30,6.5650,2261.28,2261.28,0.00,48.67,228.67,8.00,8.00,,
1123,2026-06-24T09:00:00+00:00,wet_multi_day,282.66,6.26,6.6476,1130.64,2261.28,1130.64,50.93,226.93,4.00,8.00,,
1124,2026-06-24T09:30:00+00:00,wet_multi_day,282.66,6.28,6.3024,1130.64,1130.64,0.00,53.21,229.21,4.00,4.00,,
1125,2026-06-24T10:00:00+00:00,wet_multi_day,282.66,6.35,6.7048,0.00,2261.28,2261.28,59.56,227.56,0.00,8.00,,
1126,2026-06-24T10:30:00+00:00,wet_multi_day,282.66,4.21,4.3739,3391.92,1130.64,-2261.28,51.77,227.77,12.00,4.00,,
1127,2026-06-24T11:00:00+00:00,wet_multi_day,282.66,4.28,4.6364,2261.28,1130.64,-1130.64,48.05,228.05,8.00,4.00,,
1128,2026-06-24T11:30:00+00:00,wet_multi_day,282.66,4.31,4.4193,0.00,2261.28,2261.28,52.36,224.36,0.00,8.00,,
1129,2026-06-24T12:00:00+00:00,wet_multi_day,283.90,4.09,4.3401,0.00,0.00,0.00,56.45,228.45,0.00,0.00,,
1130,2026-06-24T12:30:00+00:00,wet_multi_day,283.90,3.88,3.9737,2271.20,0.00,-2271.20,52.33,232.33,8.00,0.00,,
1131,2026-06-24T13:00:00+00:00,wet_multi_day,283.90,4.08,4.3808,1135.60,1135.60,0.00,52.41,232.41,4.00,4.00,,
1132,2026-06-24T13:30:00+00:00,wet_multi_day,283.90,3.83,4.1860,2271.20,1135.60,-1135.60,48.24,232.24,8.00,4.00,,
1133,2026-06-24T14:00:00+00:00,wet_multi_day,283.90,3.91,4.1230,0.00,1135.60,1135.60,52.15,232.15,0.00,4.00,,
1134,2026-06-24T14:30:00+00:00,wet_multi_day,283.90,4.39,4.5849,2271.20,1135.60,-1135.60,48.54,232.54,8.00,4.00,,
1135,2026-06-24T15:00:00+00:00,wet_multi_day,283.90,4.13,4.2964,1135.60,2271.20,1135.60,48.67,228.67,4.00,8.00,,
1136,2026-06-24T15:30:00+00:00,wet_multi_day,283.90,4.21,4.4410,0.00,1135.60,1135.60,52.88,228.88,0.00,4.00,,
1137,2026-06-24T16:00:00+00:00,wet_multi_day,302.47,7.02,7.6306,0.00,1209.88,1209.88,59.90,231.90,0.00,4.00,,
1138,2026-06-24T16:30:00+00:00,wet_multi_day,302.47,6.60,7.1697,4839.52,2419.76,-2419.76,50.50,230.50,16.00,8.00,,
1139,2026-06-24T17:00:00+00:00,wet_multi_day,302.47,6.75,6.8390,3629.64,2419.76,-1209.88,45.25,229.25,12.00,8.00,,
1140,2026-06-24T17:30:00+00:00,wet_multi_day,302.47,6.82,6.8890,0.00,2419.76,2419.76,52.07,228.07,0.00,8.00,,
1141,2026-06-24T18:00:00+00:00,wet_multi_day,302.47,6.57,7.1308,3629.64,1209.88,-2419.76,46.64,230.64,12.00,4.00,,
1142,2026-06-24T18:30:00+00:00,wet_multi_day,302.47,6.91,6.9612,1209.88,2419.76,1209.88,49.55,229.55,4.00,8.00,,
1143,2026-06-24T19:00:00+00:00,wet_multi_day,302.47,7.02,7.7001,1209.88,2419.76,1209.88,52.57,228.57,4.00,8.00,,
1144,2026-06-24T19:30:00+00:00,wet_multi_day,302.47,6.77,7.0062,2419.76,2419.76,0.00,51.34,227.34,8.00,8.00,,
1145,2026-06-24T20:00:00+00:00,wet_multi_day,277.06,6.87,7.4882,2216.48,2216.48,0.00,50.21,226.21,8.00,8.00,,
1146,2026-06-24T20:30:00+00:00,wet_multi_day,277.06,6.72,6.8038,2216.48,1108.24,-1108.24,48.93,228.93,8.00,4.00,,
1147,2026-06-24T21:00:00+00:00,wet_multi_day,277.06,6.82,6.9162,1108.24,2216.48,1108.24,51.75,227.75,4.00,8.00,,
1148,2026-06-24T21:30:00+00:00,wet_multi_day,277.06,3.28,3.4975,1108.24,2216.48,1108.24,51.03,223.03,4.00,8.00,,
1149,2026-06-24T22:00:00+00:00,wet_multi_day,277.06,3.31,3.4648,1108.24,0.00,-1108.24,50.34,226.34,4.00,0.00,,
1150,2026-06-24T22:30:00+00:00,wet_multi_day,277.06,2.94,3.1850,2216.48,1108.24,-1108.24,45.28,225.28,8.00,4.00,,
1151,2026-06-24T23:00:00+00:00,wet_multi_day,277.06,3.18,3.2827,0.00,0.00,0.00,48.46,228.46,0.00,0.00,,
1152,2026-06-24T23:30:00+00:00,wet_multi_day,277.06,2.98,3.1850,1108.24,1108.24,0.00,47.44,227.44,4.00,4.00,,
1153,2026-06-25T00:00:00+00:00,dry,228.42,0.26,0.2789,0.00,0.00,0.00,47.70,227.70,0.00,0.00,,
1154,2026-06-25T00:30:00+00:00,dry,228.42,0.36,0.3956,0.00,0.00,0.00,48.06,228.06,0.00,0.00,,
1155,2026-06-25T01:00:00+00:00,dry,228.42,0.43,0.4406,0.00,0.00,0.00,48.49,228.49,0.00,0.00,,
1156,2026-06-25T01:30:00+00:00,dry,228.42,0.33,0.3507,0.00,0.00,0.00,48.82,228.82,0.00,0.00,,
1157,2026-06-25T02:00:00+00:00,dry,228.42,0.22,0.2374,913.68,0.00,-913.68,45.04,229.04,4.00,0.00,,
1158,2026-06-25T02:30:00+00:00,dry,228.42,0.21,0.2234,0.00,0.00,0.00,45.25,229.25,0.00,0.00,,
1159,2026-06-25T03:00:00+00:00,dry,228.42,0.27,0.2944,0.00,0.00,0.00,45.52,229.52,0.00,0.00,,
1160,2026-06-25T03:30:00+00:00,dry,228.42,0.18,0.1916,0.00,913.68,913.68,45.70,225.70,0.00,4.00,,
1161,2026-06-25T04:00:00+00:00,dry,257.37,0.33,0.3524,0.00,0.00,0.00,46.03,226.03,0.00,0.00,,
1162,2026-06-25T04:30:00+00:00,dry,257.37,0.34,0.3510,0.00,0.00,0.00,46.37,226.37,0.00,0.00,,
1163,2026-06-25T05:00:00+00:00,dry,257.37,0.28,0.2839,0.00,0.00,0.00,46.65,226.65,0.00,0.00,,
1164,2026-06-25T05:30:00+00:00,dry,257.37,1.57,1.6357,0.00,0.00,0.00,48.22,228.22,0.00,0.00,,
1165,2026-06-25T06:00:00+00:00,dry,257.37,1.54,1.6234,0.00,0.00,0.00,49.76,229.76,0.00,0.00,,
1166,2026-06-25T06:30:00+00:00,dry,257.37,1.82,1.9504,1029.48,0.00,-1029.48,47.58,231.58,4.00,0.00,,
1167,2026-06-25T07:00:00+00:00,dry,257.37,1.54,1.6850,1029.48,0.00,-1029.48,45.12,233.12,4.00,0.00,,
1168,2026-06-25T07:30:00+00:00,dry,257.37,1.74,1.7812,0.00,1029.48,1029.48,46.86,230.86,0.00,4.00,,
1169,2026-06-25T08:00:00+00:00,dry,282.66,1.58,1.6099,0.00,0.00,0.00,48.44,232.44,0.00,0.00,,
1170,2026-06-25T08:30:00+00:00,dry,282.66,1.51,1.6260,1130.64,0.00,-1130.64,45.95,233.95,4.00,0.00,,
1171,2026-06-25T09:00:00+00:00,dry,282.66,1.85,2.0083,0.00,1130.64,1130.64,47.80,231.80,0.00,4.00,,
1172,2026-06-25T09:30:00+00:00,dry,282.66,1.59,1.6944,1130.64,0.00,-1130.64,45.39,233.39,4.00,0.00,,
1173,2026-06-25T10:00:00+00:00,dry,282.66,1.86,1.9872,0.00,1130.64,1130.64,47.25,231.25,0.00,4.00,,
1174,2026-06-25T10:30:00+00:00,dry,282.66,0.81,0.8539,0.00,0.00,0.00,48.06,232.06,0.00,0.00,,
1175,2026-06-25T11:00:00+00:00,dry,282.66,0.72,0.7327,0.00,0.00,0.00,48.78,232.78,0.00,0.00,,
1176,2026-06-25T11:30:00+00:00,dry,282.66,0.77,0.7892,0.00,0.00,0.00,49.55,233.55,0.00,0.00,,
1177,2026-06-25T12:00:00+00:00,dry,283.90,0.69,0.6937,1135.60,0.00,-1135.60,46.24,234.24,4.00,0.00,,
1178,2026-06-25T12:30:00+00:00,dry,283.90,0.83,0.8802,0.00,1135.60,1135.60,47.07,231.07,0.00,4.00,,
1179,2026-06-25T13:00:00+00:00,dry,283.90,0.88,0.8997,0.00,0.00,0.00,47.95,231.95,0.00,0.00,,
1180,2026-06-25T13:30:00+00:00,dry,283.90,0.69,0.7054,0.00,0.00,0.00,48.64,232.64,0.00,0.00,,
1181,2026-06-25T14:00:00+00:00,dry,283.90,0.65,0.6848,1135.60,0.00,-1135.60,45.29,233.29,4.00,0.00,,
