tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action
1062,2026-06-23T02:30:00+00:00,2026-06-23T03:00:00+00:00,23,T6,T1-T8,228.42,dry_spell,0.14,false,false
1063,2026-06-23T03:00:00+00:00,2026-06-23T03:30:00+00:00,23,T7,T1-T8,228.42,dry_spell,0.19,false,false
1064,2026-06-23T03:30:00+00:00,2026-06-23T04:00:00+00:00,23,T8,T1-T8,228.42,dry_spell,0.22,false,false
1065,2026-06-23T04:00:00+00:00,2026-06-23T04:30:00+00:00,23,T9,T9-T16,257.37,dry_spell,0.25,false,false
1066,2026-06-23T04:30:00+00:00,2026-06-23T05:00:00+00:00,23,T10,T9-T16,257.37,dry_spell,0.15,false,false
1067,2026-06-23T05:00:00+00:00,2026-06-23T05:30:00+00:00,23,T11,T9-T16,257.37,dry_spell,0.05,false,false
1068,2026-06-23T05:30:00+00:00,2026-06-23T06:00:00+00:00,23,T12,T9-T16,257.37,dry_spell,1.04,false,false
1069,2026-06-23T06:00:00+00:00,2026-06-23T06:30:00+00:00,23,T13,T9-T16,257.37,dry_spell,1.03,false,false
1070,2026-06-23T06:30:00+00:00,2026-06-23T07:00:00+00:00,23,T14,T9-T16,257.37,dry_spell,1.12,false,false
1071,2026-06-23T07:00:00+00:00,2026-06-23T07:30:00+00:00,23,T15,T9-T16,257.37,dry_spell,0.98,false,false
1072,2026-06-23T07:30:00+00:00,2026-06-23T08:00:00+00:00,23,T16,T9-T16,257.37,dry_spell,0.91,false,false
1073,2026-06-23T08:00:00+00:00,2026-06-23T08:30:00+00:00,23,T17,T17-T24,282.66,dry_spell,1.08,false,false
1074,2026-06-23T08:30:00+00:00,2026-06-23T09:00:00+00:00,23,T18,T17-T24,282.66,dry_spell,0.98,false,false
1075,2026-06-23T09:00:00+00:00,2026-06-23T09:30:00+00:00,23,T19,T17-T24,282.66,dry_spell,0.83,false,false
1076,2026-06-23T09:30:00+00:00,2026-06-23T10:00:00+00:00,23,T20,T17-T24,282.66,dry_spell,0.97,false,false
1077,2026-06-23T10:00:00+00:00,2026-06-23T10:30:00+00:00,23,T21,T17-T24,282.66,dry_spell,0.92,false,true
1078,2026-06-23T10:30:00+00:00,2026-06-23T11:00:00+00:00,23,T22,T17-T24,282.66,dry_spell,0.56,false,true
1079,2026-06-23T11:00:00+00:00,2026-06-23T11:30:00+00:00,23,T23,T17-T24,282.66,dry_spell,0.33,false,true
1080,2026-06-23T11:30:00+00:00,2026-06-23T12:00:00+00:00,23,T24,T17-T24,282.66,dry_spell,0.63,false,true
1081,2026-06-23T12:00:00+00:00,2026-06-23T12:30:00+00:00,23,T25,T25-T32,283.90,dry_spell,0.47,false,true
1082,2026-06-23T12:30:00+00:00,2026-06-23T13:00:00+00:00,23,T26,T25-T32,283.90,dry_spell,0.30,false,false
1083,2026-06-23T13:00:00+00:00,2026-06-23T13:30:00+00:00,23,T27,T25-T32,283.90,dry_spell,0.41,false,false
1084,2026-06-23T13:30:00+00:00,2026-06-23T14:00:00+00:00,23,T28,T25-T32,283.90,dry_spell,0.39,false,false
1085,2026-06-23T14:00:00+00:00,2026-06-23T14:30:00+00:00,23,T29,T25-T32,283.90,dry_spell,0.63,false,false
1086,2026-06-23T14:30:00+00:00,2026-06-23T15:00:00+00:00,23,T30,T25-T32,283.90,dry_spell,0.34,false,false
1087,2026-06-23T15:00:00+00:00,2026-06-23T15:30:00+00:00,23,T31,T25-T32,283.90,dry_spell,0.36,false,false
1088,2026-06-23T15:30:00+00:00,2026-06-23T16:00:00+00:00,23,T32,T25-T32,283.90,dry_spell,0.49,false,false
1089,2026-06-23T16:00:00+00:00,2026-06-23T16:30:00+00:00,23,T33,T33-T40,302.47,dry_spell,0.96,true,false
1090,2026-06-23T16:30:00+00:00,2026-06-23T17:00:00+00:00,23,T34,T33-T40,302.47,dry_spell,0.95,true,false
1091,2026-06-23T17:00:00+00:00,2026-06-23T17:30:00+00:00,23,T35,T33-T40,302.47,dry_spell,1.11,true,false
1092,2026-06-23T17:30:00+00:00,2026-06-23T18:00:00+00:00,23,T36,T33-T40,302.47,dry_spell,1.13,true,false
1093,2026-06-23T18:00:00+00:00,2026-06-23T18:30:00+00:00,23,T37,T33-T40,302.47,dry_spell,1.20,true,false
1094,2026-06-23T18:30:00+00:00,2026-06-23T19:00:00+00:00,23,T38,T33-T40,302.47,dry_spell,1.13,true,false
1095,2026-06-23T19:00:00+00:00,2026-06-23T19:30:00+00:00,23,T39,T33-T40,302.47,dry_spell,0.93,true,false
1096,2026-06-23T19:30:00+00:00,2026-06-23T20:00:00+00:00,23,T40,T33-T40,302.47,dry_spell,0.96,true,false
1097,2026-06-23T20:00:00+00:00,2026-06-23T20:30:00+00:00,23,T41,T41-T48,277.06,dry_spell,1.04,false,false
1098,2026-06-23T20:30:00+00:00,2026-06-23T21:00:00+00:00,23,T42,T41-T48,277.06,dry_spell,1.09,false,false
1099,2026-06-23T21:00:00+00:00,2026-06-23T21:30:00+00:00,23,T43,T41-T48,277.06,dry_spell,0.92,false,false
1100,2026-06-23T21:30:00+00:00,2026-06-23T22:00:00+00:00,23,T44,T41-T48,277.06,dry_spell,0.41,false,false
1101,2026-06-23T22:00:00+00:00,2026-06-23T22:30:00+00:00,23,T45,T41-T48,277.06,dry_spell,0.16,false,false
1102,2026-06-23T22:30:00+00:00,2026-06-23T23:00:00+00:00,23,T46,T41-T48,277.06,dry_spell,0.34,false,false
1103,2026-06-23T23:00:00+00:00,2026-06-23T23:30:00+00:00,23,T47,T41-T48,277.06,dry_spell,0.13,false,false
1104,2026-06-23T23:30:00+00:00,2026-06-24T00:00:00+00:00,23,T48,T41-T48,277.06,dry_spell,0.21,false,false
1105,2026-06-24T00:00:00+00:00,2026-06-24T00:30:00+00:00,24,T1,T1-T8,228.42,wet_multi_day,2.89,false,true
1106,2026-06-24T00:30:00+00:00,2026-06-24T01:00:00+00:00,24,T2,T1-T8,228.42,wet_multi_day,3.09,false,true
1107,2026-06-24T01:00:00+00:00,2026-06-24T01:30:00+00:00,24,T3,T1-T8,228.42,wet_multi_day,3.02,false,true
1108,2026-06-24T01:30:00+00:00,2026-06-24T02:00:00+00:00,24,T4,T1-T8,228.42,wet_multi_day,3.08,false,true
1109,2026-06-24T02:00:00+00:00,2026-06-24T02:30:00+00:00,24,T5,T1-T8,228.42,wet_multi_day,2.74,false,true
1110,2026-06-24T02:30:00+00:00,2026-06-24T03:00:00+00:00,24,T6,T1-T8,228.42,wet_multi_day,3.08,false,true
1111,2026-06-24T03:00:00+00:00,2026-06-24T03:30:00+00:00,24,T7,T1-T8,228.42,wet_multi_day,2.91,false,true
1112,2026-06-24T03:30:00+00:00,2026-06-24T04:00:00+00:00,24,T8,T1-T8,228.42,wet_multi_day,2.88,false,true
1113,2026-06-24T04:00:00+00:00,2026-06-24T04:30:00+00:00,24,T9,T9-T16,257.37,wet_multi_day,3.06,false,true
1114,2026-06-24T04:30:00+00:00,2026-06-24T05:00:00+00:00,24,T10,T9-T16,257.37,wet_multi_day,2.70,false,true
1115,2026-06-24T05:00:00+00:00,2026-06-24T05:30:00+00:00,24,T11,T9-T16,257.37,wet_multi_day,3.06,false,true
1116,2026-06-24T05:30:00+00:00,2026-06-24T06:00:00+00:00,24,T12,T9-T16,257.37,wet_multi_day,6.67,false,false
1117,2026-06-24T06:00:00+00:00,2026-06-24T06:30:00+00:00,24,T13,T9-T16,257.37,wet_multi_day,6.26,false,false
1118,2026-06-24T06:30:00+00:00,2026-06-24T07:00:00+00:00,24,T14,T9-T16,257.37,wet_multi_day,6.36,false,false
1119,2026-06-24T07:00:00+00:00,2026-06-24T07:30:00+00:00,24,T15,T9-T16,257.37,wet_multi_day,6.30,false,false
1120,2026-06-24T07:30:00+00:00,2026-06-24T08:00:00+00:00,24,T16,T9-T16,257.37,wet_multi_day,6.41,false,false
1121,2026-06-24T08:00:00+00:00,2026-06-24T08:30:00+00:00,24,T17,T17-T24,282.66,wet_multi_day,6.26,false,false
1122,2026-06-24T08:30:00+00:00,2026-06-24T09:00:00+00:00,24,T18,T17-T24,282.66,wet_multi_day,6.30,false,false
1123,2026-06-24T09:00:00+00:00,2026-06-24T09:30:00+00:00,24,T19,T17-T24,282.66,wet_multi_day,6.26,false,true
1124,2026-06-24T09:30:00+00:00,2026-06-24T10:00:00+00:00,24,T20,T17-T24,282.66,wet_multi_day,6.28,false,true
1125,2026-06-24T10:00:00+00:00,2026-06-24T10:30:00+00:00,24,T21,T17-T24,282.66,wet_multi_day,6.35,false,true
1126,2026-06-24T10:30:00+00:00,2026-06-24T11:00:00+00:00,24,T22,T17-T24,282.66,wet_multi_day,4.21,false,true
1127,2026-06-24T11:00:00+00:00,2026-06-24T11:30:00+00:00,24,T23,T17-T24,282.66,wet_multi_day,4.28,false,true
1128,2026-06-24T11:30:00+00:00,2026-06-24T12:00:00+00:00,24,T24,T17-T24,282.66,wet_multi_day,4.31,false,true
1129,2026-06-24T12:00:00+00:00,2026-06-24T12:30:00+00:00,24,T25,T25-T32,283.90,wet_multi_day,4.09,false,true
1130,2026-06-24T12:30:00+00:00,2026-06-24T13:00:00+00:00,24,T26,T25-T32,283.90,wet_multi_day,3.88,false,true
1131,2026-06-24T13:00:00+00:00,2026-06-24T13:30:00+00:00,24,T27,T25-T32,283.90,wet_multi_day,4.08,false,true
1132,2026-06-24T13:30:00+00:00,2026-06-24T14:00:00+00:00,24,T28,T25-T32,283.90,wet_multi_day,3.83,false,false
1133,2026-06-24T14:00:00+00:00,2026-06-24T14:30:00+00:00,24,T29,T25-T32,283.90,wet_multi_day,3.91,false,false
1134,2026-06-24T14:30:00+00:00,2026-06-24T15:00:00+00:00,24,T30,T25-T32,283.90,wet_multi_day,4.39,false,false
1135,2026-06-24T15:00:00+00:00,2026-06-24T15:30:00+00:00,24,T31,T25-T32,283.90,wet_multi_day,4.13,false,false
1136,2026-06-24T15:30:00+00:00,2026-06-24T16:00:00+00:00,24,T32,T25-T32,283.90,wet_multi_day,4.21,false,false
1137,2026-06-24T16:00:00+00:00,2026-06-24T16:30:00+00:00,24,T33,T33-T40,302.47,wet_multi_day,7.02,false,false
1138,2026-06-24T16:30:00+00:00,2026-06-24T17:00:00+00:00,24,T34,T33-T40,302.47,wet_multi_day,6.60,false,false
1139,2026-06-24T17:00:00+00:00,2026-06-24T17:30:00+00:00,24,T35,T33-T40,302.47,wet_multi_day,6.75,false,false
1140,2026-06-24T17:30:00+00:00,2026-06-24T18:00:00+00:00,24,T36,T33-T40,302.47,wet_multi_day,6.82,false,false
1141,2026-06-24T18:00:00+00:00,2026-06-24T18:30:00+00:00,24,T37,T33-T40,302.47,wet_multi_day,6.57,false,false
1142,2026-06-24T18:30:00+00:00,2026-06-24T19:00:00+00:00,24,T38,T33-T40,302.47,wet_multi_day,6.91,false,false
1143,2026-06-24T19:00:00+00:00,2026-06-24T19:30:00+00:00,24,T39,T33-T40,302.47,wet_multi_day,7.02,false,false
1144,2026-06-24T19:30:00+00:00,2026-06-24T20:00:00+00:00,24,T40,T33-T40,302.47,wet_multi_day,6.77,false,false
1145,2026-06-24T20:00:00+00:00,2026-06-24T20:30:00+00:00,24,T41,T41-T48,277.06,wet_multi_day,6.87,false,false
1146,2026-06-24T20:30:00+00:00,2026-06-24T21:00:00+00:00,24,T42,T41-T48,277.06,wet_multi_day,6.72,true,false
1147,2026-06-24T21:00:00+00:00,2026-06-24T21:30:00+00:00,24,T43,T41-T48,277.06,wet_multi_day,6.82,true,false
1148,2026-06-24T21:30:00+00:00,2026-06-24T22:00:00+00:00,24,T44,T41-T48,277.06,wet_multi_day,3.28,true,false
1149,2026-06-24T22:00:00+00:00,2026-06-24T22:30:00+00:00,24,T45,T41-T48,277.06,wet_multi_day,3.31,true,false
1150,2026-06-24T22:30:00+00:00,2026-06-24T23:00:00+00:00,24,T46,T41-T48,277.06,wet_multi_day,2.94,true,false
1151,2026-06-24T23:00:00+00:00,2026-06-24T23:30:00+00:00,24,T47,T41-T48,277.06,wet_multi_day,3.18,true,false
1152,2026-06-24T23:30:00+00:00,2026-06-25T00:00:00+00:00,24,T48,T41-T48,277.06,wet_multi_day,2.98,true,false
1153,2026-06-25T00:00:00+00:00,2026-06-25T00:30:00+00:00,25,T1,T1-T8,228.42,dry,0.26,true,false
1154,2026-06-25T00:30:00+00:00,2026-06-25T01:00:00+00:00,25,T2,T1-T8,228.42,dry,0.36,true,false
1155,2026-06-25T01:00:00+00:00,2026-06-25T01:30:00+00:00,25,T3,T1-T8,228.42,dry,0.43,false,false
1156,2026-06-25T01:30:00+00:00,2026-06-25T02:00:00+00:00,25,T4,T1-T8,228.42,dry,0.33,false,false
1157,2026-06-25T02:00:00+00:00,2026-06-25T02:30:00+00:00,25,T5,T1-T8,228.42,dry,0.22,false,false
1158,2026-06-25T02:30:00+00:00,2026-06-25T03:00:00+00:00,25,T6,T1-T8,228.42,dry,0.21,false,false
1159,2026-06-25T03:00:00+00:00,2026-06-25T03:30:00+00:00,25,T7,T1-T8,228.42,dry,0.27,false,false
1160,2026-06-25T03:30:00+00:00,2026-06-25T04:00:00+00:00,25,T8,T1-T8,228.42,dry,0.18,false,false
1161,2026-06-25T04:00:00+00:00,2026-06-25T04:30:00+00:00,25,T9,T9-T16,257.37,dry,0.33,false,false
1162,2026-06-25T04:30:00+00:00,2026-06-25T05:00:00+00:00,25,T10,T9-T16,257.37,dry,0.34,false,false
1163,2026-06-25T05:00:00+00:00,2026-06-25T05:30:00+00:00,25,T11,T9-T16,257.37,dry,0.28,false,true
1164,2026-06-25T05:30:00+00:00,2026-06-25T06:00:00+00:00,25,T12,T9-T16,257.37,dry,1.57,false,true
1165,2026-06-25T06:00:00+00:00,2026-06-25T06:30:00+00:00,25,T13,T9-T16,257.37,dry,1.54,false,true
1166,2026-06-25T06:30:00+00:00,2026-06-25T07:00:00+00:00,25,T14,T9-T16,257.37,dry,1.82,false,true
1167,2026-06-25T07:00:00+00:00,2026-06-25T07:30:00+00:00,25,T15,T9-T16,257.37,dry,1.54,false,true
1168,2026-06-25T07:30:00+00:00,2026-06-25T08:00:00+00:00,25,T16,T9-T16,257.37,dry,1.74,false,true
1169,2026-06-25T08:00:00+00:00,2026-06-25T08:30:00+00:00,25,T17,T17-T24,282.66,dry,1.58,false,true
1170,2026-06-25T08:30:00+00:00,2026-06-25T09:00:00+00:00,25,T18,T17-T24,282.66,dry,1.51,false,true
1171,2026-06-25T09:00:00+00:00,2026-06-25T09:30:00+00:00,25,T19,T17-T24,282.66,dry,1.85,false,true
1172,2026-06-25T09:30:00+00:00,2026-06-25T10:00:00+00:00,25,T20,T17-T24,282.66,dry,1.59,false,true
1173,2026-06-25T10:00:00+00:00,2026-06-25T10:30:00+00:00,25,T21,T17-T24,282.66,dry,1.86,false,true
1174,2026-06-25T10:30:00+00:00,2026-06-25T11:00:00+00:00,25,T22,T17-T24,282.66,dry,0.81,false,false
1175,2026-06-25T11:00:00+00:00,2026-06-25T11:30:00+00:00,25,T23,T17-T24,282.66,dry,0.72,false,false
1176,2026-06-25T11:30:00+00:00,2026-06-25T12:00:00+00:00,25,T24,T17-T24,282.66,dry,0.77,false,false
1177,2026-06-25T12:00:00+00:00,2026-06-25T12:30:00+00:00,25,T25,T25-T32,283.90,dry,0.69,false,false
1178,2026-06-25T12:30:00+00:00,2026-06-25T13:00:00+00:00,25,T26,T25-T32,283.90,dry,0.83,false,false
1179,2026-06-25T13:00:00+00:00,2026-06-25T13:30:00+00:00,25,T27,T25-T32,283.90,dry,0.88,false,false
1180,2026-06-25T13:30:00+00:00,2026-06-25T14:00:00+00:00,25,T28,T25-T32,283.90,dry,0.69,false,false
1181,2026-06-25T14:00:00+00:00,2026-06-25T14:30:00+00:00,25,T29,T25-T32,283.90,dry,0.65,false,false
1182,2026-06-25T14:30:00+00:00,2026-06-25T15:00:00+00:00,25,T30,T25-T32,283.90,dry,0.85,false,false
1183,2026-06-25T15:00:00+00:00,2026-06-25T15:30:00+00:00,25,T31,T25-T32,283.90,dry,0.97,false,false
1184,2026-06-25T15:30:00+00:00,2026-06-25T16:00:00+00:00,25,T32,T25-T32,283.90,dry,0.68,false,false
1185,2026-06-25T16:00:00+00:00,2026-06-25T16:30:00+00:00,25,T33,T33-T40,302.47,dry,1.96,false,false
1186,2026-06-25T16:30:00+00:00,2026-06-25T17:00:00+00:00,25,T34,T33-T40,302.47,dry,1.71,false,false
1187,2026-06-25T17:00:00+00:00,2026-06-25T17:30:00+00:00,25,T35,T33-T40,302.47,dry,1.83,false,false
1188,2026-06-25T17:30:00+00:00,2026-06-25T18:00:00+00:00,25,T36,T33-T40,302.47,dry,1.88,false,false
1189,2026-06-25T18:00:00+00:00,2026-06-25T18:30:00+00:00,25,T37,T33-T40,302.47,dry,1.68,false,false
1190,2026-06-25T18:30:00+00:00,2026-06-25T19:00:00+00:00,25,T38,T33-T40,302.47,dry,1.81,false,false
1191,2026-06-25T19:00:00+00:00,2026-06-25T19:30:00+00:00,25,T39,T33-T40,302.47,dry,1.87,false,false
1192,2026-06-25T19:30:00+00:00,2026-06-25T20:00:00+00:00,25,T40,T33-T40,302.47,dry,1.69,false,false
1193,2026-06-25T20:00:00+00:00,2026-06-25T20:30:00+00:00,25,T41,T41-T48,277.06,dry,1.73,false,false
1194,2026-06-25T20:30:00+00:00,2026-06-25T21:00:00+00:00,25,T42,T41-T48,277.06,dry,1.78,false,false
1195,2026-06-25T21:00:00+00:00,2026-06-25T21:30:00+00:00,25,T43,T41-T48,277.06,dry,1.96,false,false
1196,2026-06-25T21:30:00+00:00,2026-06-25T22:00:00+00:00,25,T44,T41-T48,277.06,dry,0.53,false,false
1197,2026-06-25T22:00:00+00:00,2026-06-25T22:30:00+00:00,25,T45,T41-T48,277.06,dry,0.42,true,false
1198,2026-06-25T22:30:00+00:00,2026-06-25T23:00:00+00:00,25,T46,T41-T48,277.06,dry,0.58,true,false
1199,2026-06-25T23:00:00+00:00,2026-06-25T23:30:00+00:00,25,T47,T41-T48,277.06,dry,0.34,true,false
1200,2026-06-25T23:30:00+00:00,2026-06-26T00:00:00+00:00,25,T48,T41-T48,277.06,dry,0.52,true,false
1201,2026-06-26T00:00:00+00:00,2026-06-26T00:30:00+00:00,26,T1,T1-T8,228.42,extreme_wet,4.94,false,false
1202,2026-06-26T00:30:00+00:00,2026-06-26T01:00:00+00:00,26,T2,T1-T8,228.42,extreme_wet,5.15,false,false
1203,2026-06-26T01:00:00+00:00,2026-06-26T01:30:00+00:00,26,T3,T1-T8,228.42,extreme_wet,5.14,false,false
1204,2026-06-26T01:30:00+00:00,2026-06-26T02:00:00+00:00,26,T4,T1-T8,228.42,extreme_wet,4.71,false,false
1205,2026-06-26T02:00:00+00:00,2026-06-26T02:30:00+00:00,26,T5,T1-T8,228.42,extreme_wet,5.26,false,false
1206,2026-06-26T02:30:00+00:00,2026-06-26T03:00:00+00:00,26,T6,T1-T8,228.42,extreme_wet,5.03,false,false
1207,2026-06-26T03:00:00+00:00,2026-06-26T03:30:00+00:00,26,T7,T1-T8,228.42,extreme_wet,4.65,false,false
1208,2026-06-26T03:30:00+00:00,2026-06-26T04:00:00+00:00,26,T8,T1-T8,228.42,extreme_wet,4.98,false,false
1209,2026-06-26T04:00:00+00:00,2026-06-26T04:30:00+00:00,26,T9,T9-T16,257.37,extreme_wet,5.06,false,false
1210,2026-06-26T04:30:00+00:00,2026-06-26T05:00:00+00:00,26,T10,T9-T16,257.37,extreme_wet,5.03,false,false
1211,2026-06-26T05:00:00+00:00,2026-06-26T05:30:00+00:00,26,T11,T9-T16,257.37,extreme_wet,4.98,false,false
1212,2026-06-26T05:30:00+00:00,2026-06-26T06:00:00+00:00,26,T12,T9-T16,257.37,extreme_wet,9.41,false,false
1213,2026-06-26T06:00:00+00:00,2026-06-26T06:30:00+00:00,26,T13,T9-T16,257.37,extreme_wet,9.35,false,false
1214,2026-06-26T06:30:00+00:00,2026-06-26T07:00:00+00:00,26,T14,T9-T16,257.37,extreme_wet,9.24,false,true
1215,2026-06-26T07:00:00+00:00,2026-06-26T07:30:00+00:00,26,T15,T9-T16,257.37,extreme_wet,8.80,false,false
1216,2026-06-26T07:30:00+00:00,2026-06-26T08:00:00+00:00,26,T16,T9-T16,257.37,extreme_wet,8.80,false,false
1217,2026-06-26T08:00:00+00:00,2026-06-26T08:30:00+00:00,26,T17,T17-T24,282.66,extreme_wet,9.30,false,false
1218,2026-06-26T08:30:00+00:00,2026-06-26T09:00:00+00:00,26,T18,T17-T24,282.66,extreme_wet,9.41,false,false
1219,2026-06-26T09:00:00+00:00,2026-06-26T09:30:00+00:00,26,T19,T17-T24,282.66,extreme_wet,9.40,false,false
1220,2026-06-26T09:30:00+00:00,2026-06-26T10:00:00+00:00,26,T20,T17-T24,282.66,extreme_wet,8.94,false,false
1221,2026-06-26T10:00:00+00:00,2026-06-26T10:30:00+00:00,26,T21,T17-T24,282.66,extreme_wet,8.80,false,false
1222,2026-06-26T10:30:00+00:00,2026-06-26T11:00:00+00:00,26,T22,T17-T24,282.66,extreme_wet,6.81,false,false
1223,2026-06-26T11:00:00+00:00,2026-06-26T11:30:00+00:00,26,T23,T17-T24,282.66,extreme_wet,6.51,false,false
1224,2026-06-26T11:30:00+00:00,2026-06-26T12:00:00+00:00,26,T24,T17-T24,282.66,extreme_wet,10.74,false,false
1225,2026-06-26T12:00:00+00:00,2026-06-26T12:30:00+00:00,26,T25,T25-T32,283.90,extreme_wet,10.56,false,false
1226,2026-06-26T12:30:00+00:00,2026-06-26T13:00:00+00:00,26,T26,T25-T32,283.90,extreme_wet,9.90,false,false
1227,2026-06-26T13:00:00+00:00,2026-06-26T13:30:00+00:00,26,T27,T25-T32,283.90,extreme_wet,10.54,false,false
1228,2026-06-26T13:30:00+00:00,2026-06-26T14:00:00+00:00,26,T28,T25-T32,283.90,extreme_wet,10.12,false,false
1229,2026-06-26T14:00:00+00:00,2026-06-26T14:30:00+00:00,26,T29,T25-T32,283.90,extreme_wet,10.64,false,false
1230,2026-06-26T14:30:00+00:00,2026-06-26T15:00:00+00:00,26,T30,T25-T32,283.90,extreme_wet,10.37,false,false
1231,2026-06-26T15:00:00+00:00,2026-06-26T15:30:00+00:00,26,T31,T25-T32,283.90,extreme_wet,10.49,false,false
1232,2026-06-26T15:30:00+00:00,2026-06-26T16:00:00+00:00,26,T32,T25-T32,283.90,extreme_wet,10.35,false,false
1233,2026-06-26T16:00:00+00:00,2026-06-26T16:30:00+00:00,26,T33,T33-T40,302.47,extreme_wet,14.42,false,false
1234,2026-06-26T16:30:00+00:00,2026-06-26T17:00:00+00:00,26,T34,T33-T40,302.47,extreme_wet,13.63,false,false
1235,2026-06-26T17:00:00+00:00,2026-06-26T17:30:00+00:00,26,T35,T33-T40,302.47,extreme_wet,13.80,false,false
1236,2026-06-26T17:30:00+00:00,2026-06-26T18:00:00+00:00,26,T36,T33-T40,302.47,extreme_wet,13.76,false,false
1237,2026-06-26T18:00:00+00:00,2026-06-26T18:30:00+00:00,26,T37,T33-T40,302.47,extreme_wet,14.17,false,false
1238,2026-06-26T18:30:00+00:00,2026-06-26T19:00:00+00:00,26,T38,T33-T40,302.47,extreme_wet,13.87,false,false
1239,2026-06-26T19:00:00+00:00,2026-06-26T19:30:00+00:00,26,T39,T33-T40,302.47,extreme_wet,14.07,false,false
1240,2026-06-26T19:30:00+00:00,2026-06-26T20:00:00+00:00,26,T40,T33-T40,302.47,extreme_wet,13.85,false,false
1241,2026-06-26T20:00:00+00:00,2026-06-26T20:30:00+00:00,26,T41,T41-T48,277.06,extreme_wet,9.86,false,false
1242,2026-06-26T20:30:00+00:00,2026-06-26T21:00:00+00:00,26,T42,T41-T48,277.06,extreme_wet,9.47,false,false
1243,2026-06-26T21:00:00+00:00,2026-06-26T21:30:00+00:00,26,T43,T41-T48,277.06,extreme_wet,9.51,false,false
1244,2026-06-26T21:30:00+00:00,2026-06-26T22:00:00+00:00,26,T44,T41-T48,277.06,extreme_wet,5.55,false,false
1245,2026-06-26T22:00:00+00:00,2026-06-26T22:30:00+00:00,26,T45,T41-T48,277.06,extreme_wet,5.19,false,false
1246,2026-06-26T22:30:00+00:00,2026-06-26T23:00:00+00:00,26,T46,T41-T48,277.06,extreme_wet,5.66,false,false
1247,2026-06-26T23:00:00+00:00,2026-06-26T23:30:00+00:00,26,T47,T41-T48,277.06,extreme_wet,5.15,false,false
1248,2026-06-26T23:30:00+00:00,2026-06-27T00:00:00+00:00,26,T48,T41-T48,277.06,extreme_wet,5.29,false,false
1249,2026-06-27T00:00:00+00:00,2026-06-27T00:30:00+00:00,27,T1,T1-T8,228.42,wet,2.10,false,false
1250,2026-06-27T00:30:00+00:00,2026-06-27T01:00:00+00:00,27,T2,T1-T8,228.42,wet,2.59,false,false
1251,2026-06-27T01:00:00+00:00,2026-06-27T01:30:00+00:00,27,T3,T1-T8,228.42,wet,2.52,false,false
1252,2026-06-27T01:30:00+00:00,2026-06-27T02:00:00+00:00,27,T4,T1-T8,228.42,wet,2.45,false,false
1253,2026-06-27T02:00:00+00:00,2026-06-27T02:30:00+00:00,27,T5,T1-T8,228.42,wet,2.18,false,false
1254,2026-06-27T02:30:00+00:00,2026-06-27T03:00:00+00:00,27,T6,T1-T8,228.42,wet,2.27,false,false
1255,2026-06-27T03:00:00+00:00,2026-06-27T03:30:00+00:00,27,T7,T1-T8,228.42,wet,2.26,false,false
1256,2026-06-27T03:30:00+00:00,2026-06-27T04:00:00+00:00,27,T8,T1-T8,228.42,wet,2.18,false,false
1257,2026-06-27T04:00:00+00:00,2026-06-27T04:30:00+00:00,27,T9,T9-T16,257.37,wet,2.10,false,false
1258,2026-06-27T04:30:00+00:00,2026-06-27T05:00:00+00:00,27,T10,T9-T16,257.37,wet,2.38,false,false
1259,2026-06-27T05:00:00+00:00,2026-06-27T05:30:00+00:00,27,T11,T9-T16,257.37,wet,2.58,false,false
1260,2026-06-27T05:30:00+00:00,2026-06-27T06:00:00+00:00,27,T12,T9-T16,257.37,wet,5.59,false,false
1261,2026-06-27T06:00:00+00:00,2026-06-27T06:30:00+00:00,27,T13,T9-T16,257.37,wet,5.07,false,false
1262,2026-06-27T06:30:00+00:00,2026-06-27T07:00:00+00:00,27,T14,T9-T16,257.37,wet,5.23,true,false
1263,2026-06-27T07:00:00+00:00,2026-06-27T07:30:00+00:00,27,T15,T9-T16,257.37,wet,5.43,true,false
1264,2026-06-27T07:30:00+00:00,2026-06-27T08:00:00+00:00,27,T16,T9-T16,257.37,wet,5.14,true,false
1265,2026-06-27T08:00:00+00:00,2026-06-27T08:30:00+00:00,27,T17,T17-T24,282.66,wet,5.05,true,false
1266,2026-06-27T08:30:00+00:00,2026-06-27T09:00:00+00:00,27,T18,T17-T24,282.66,wet,5.11,true,false
1267,2026-06-27T09:00:00+00:00,2026-06-27T09:30:00+00:00,27,T19,T17-T24,282.66,wet,5.08,true,false
1268,2026-06-27T09:30:00+00:00,2026-06-27T10:00:00+00:00,27,T20,T17-T24,282.66,wet,5.57,true,false
1269,2026-06-27T10:00:00+00:00,2026-06-27T10:30:00+00:00,27,T21,T17-T24,282.66,wet,5.27,true,false
1270,2026-06-27T10:30:00+00:00,2026-06-27T11:00:00+00:00,27,T22,T17-T24,282.66,wet,3.13,true,false
1271,2026-06-27T11:00:00+00:00,2026-06-27T11:30:00+00:00,27,T23,T17-T24,282.66,wet,3.25,false,false
1272,2026-06-27T11:30:00+00:00,2026-06-27T12:00:00+00:00,27,T24,T17-T24,282.66,wet,3.22,false,false
1273,2026-06-27T12:00:00+00:00,2026-06-27T12:30:00+00:00,27,T25,T25-T32,283.90,wet,3.59,false,false
